Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling averages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been removed from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
31/12/2012,17.00,,#DIV/0!,,,,#DIV/0!,,
10/11/2012,9.00,0.2,0.2,2,,0.4,0.1,2,
10/11/2012,10.00,0.2,0.2,2,,0.3,0.1,2,
10/11/2012,11.00,0.2,0.2,2,,0.1,0.2,2,
10/11/2012,12.00,0.2,0.2,2,,0.0,0.2,2,
10/11/2012,13.00,0.2,0.2,2,,0.0,0.2,2,
10/11/2012,14.00,0.3,0.2,2,,-0.1,0.2,2,
10/11/2012,15.00,0.3,0.2,2,,0.0,0.1,2,
10/11/2012,16.00,0.3,0.2,2,,0.0,0.1,2,
10/11/2012,17.00,0.3,0.3,2,,0.2,0.1,2,
10/11/2012,18.00,0.3,0.3,2,,0.3,0.1,2,
10/11/2012,19.00,0.4,0.3,2,,0.2,0.1,2,
10/11/2012,20.00,0.5,0.3,2,,0.2,0.1,2,
10/11/2012,21.00,0.3,0.3,2,,0.1,0.1,2,
10/11/2012,22.00,0.4,0.3,2,,0.1,0.1,2,
10/11/2012,23.00,0.3,0.4,2,,0.0,0.1,2,
11/11/2012,0.00,0.3,0.4,2,,0.0,0.1,2,
11/11/2012,1.00,0.3,0.4,2,,-0.1,0.1,2,
11/11/2012,2.00,0.3,0.3,2,,0.0,0.1,2,
11/11/2012,3.00,0.2,0.3,2,,-0.1,0.0,2,
11/11/2012,4.00,0.2,0.3,2,,-0.1,0.0,2,
11/11/2012,5.00,0.2,0.3,2,,-0.1,0.0,2,
11/11/2012,6.00,0.2,0.3,2,,-0.2,-0.1,2,
11/11/2012,7.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,8.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,9.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,10.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,11.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,12.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,13.00,0.2,0.2,2,,-0.1,-0.1,2,
11/11/2012,14.00,0.2,0.2,2,,0.0,-0.1,2,
11/11/2012,15.00,0.3,0.2,2,,0.0,-0.1,2,
11/11/2012,16.00,0.3,0.2,2,,0.1,-0.1,2,
11/11/2012,17.00,0.3,0.2,2,,0.1,0.0,2,
11/11/2012,18.00,0.3,0.2,2,,0.1,0.0,2,
11/11/2012,19.00,0.4,0.3,2,,0.3,0.1,2,
11/11/2012,20.00,0.4,0.3,2,,0.4,0.1,2,
11/11/2012,21.00,0.4,0.3,2,,0.5,0.2,2,
11/11/2012,22.00,0.4,0.3,2,,0.5,0.3,2,
11/11/2012,23.00,0.4,0.4,2,,0.2,0.3,2,
12/11/2012,0.00,0.5,0.4,2,,0.2,0.3,2,
12/11/2012,1.00,0.3,0.4,2,,0.3,0.3,2,
12/11/2012,2.00,0.2,0.4,2,,0.2,0.3,2,
12/11/2012,3.00,0.2,0.3,2,,0.3,0.3,2,
12/11/2012,4.00,0.2,0.3,2,,0.3,0.3,2,
12/11/2012,5.00,0.2,0.3,2,,0.3,0.3,2,
12/11/2012,6.00,0.2,0.3,2,,0.4,0.3,2,
12/11/2012,7.00,0.3,0.3,2,,0.4,0.3,2,
12/11/2012,8.00,0.4,0.2,2,,0.4,0.3,2,
12/11/2012,9.00,0.3,0.2,2,,0.4,0.3,2,
12/11/2012,10.00,0.3,0.2,2,,0.3,0.3,2,
12/11/2012,11.00,0.3,0.3,2,,0.4,0.4,2,
12/11/2012,12.00,0.2,0.3,2,,0.4,0.4,2,
12/11/2012,13.00,0.2,0.3,2,,0.4,0.4,2,
12/11/2012,14.00,0.3,0.3,2,,0.3,0.4,2,
12/11/2012,15.00,0.3,0.3,2,,cal,0.4,0,
12/11/2012,16.00,0.3,0.3,2,,cal,0.4,0,
12/11/2012,17.00,0.3,0.3,2,,cal,0.3,0,
12/11/2012,18.00,0.3,0.3,2,,no data,0.3,5,
12/11/2012,19.00,0.4,0.3,2,,no data,0.3,5,
12/11/2012,20.00,0.3,0.3,2,,no data,0.3,5,
12/11/2012,21.00,0.3,0.3,2,,no data,0.3,5,
12/11/2012,22.00,0.3,0.3,2,,no data,#DIV/0!,5,
12/11/2012,23.00,0.3,0.3,2,,no data,#DIV/0!,5,
13/11/2012,0.00,0.3,0.3,2,,no data,#DIV/0!,5,
13/11/2012,1.00,0.2,0.3,2,,no data,#DIV/0!,5,
13/11/2012,2.00,0.2,0.3,2,,no data,#DIV/0!,5,
13/11/2012,3.00,0.2,0.3,2,,no data,#DIV/0!,5,
13/11/2012,4.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,5.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,6.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,7.00,0.1,0.2,2,,no data,#DIV/0!,5,
13/11/2012,8.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,9.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,10.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,11.00,0.3,0.2,2,,no data,#DIV/0!,5,
13/11/2012,12.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,13.00,0.2,0.2,2,,no data,#DIV/0!,5,
13/11/2012,14.00,CAL,0.2,0,,no data,#DIV/0!,5,
13/11/2012,15.00,CAL,0.2,0,,0.3,0.3,2,
13/11/2012,16.00,0.2,0.2,2,,0.4,0.4,2,
13/11/2012,17.00,0.1,0.2,2,,0.4,0.4,2,
13/11/2012,18.00,0.2,0.2,2,,0.4,0.4,2,
13/11/2012,19.00,0.2,0.2,2,,0.4,0.4,2,
13/11/2012,20.00,0.2,0.2,2,,0.4,0.4,2,
13/11/2012,21.00,0.1,0.2,2,,0.5,0.4,2,
13/11/2012,22.00,0.1,0.2,2,,0.5,0.4,2,
13/11/2012,23.00,0.2,0.2,2,,0.4,0.4,2,
14/11/2012,0.00,0.1,0.2,2,,0.3,0.4,2,
14/11/2012,1.00,0.1,0.2,2,,0.3,0.4,2,
14/11/2012,2.00,0.0,0.1,2,,0.3,0.4,2,
14/11/2012,3.00,0.0,0.1,2,,0.3,0.4,2,
14/11/2012,4.00,0.0,0.1,2,,0.3,0.3,2,
14/11/2012,5.00,0.0,0.1,2,,0.3,0.3,2,
14/11/2012,6.00,0.0,0.1,2,,0.4,0.3,2,
14/11/2012,7.00,0.0,0.1,2,,0.4,0.3,2,
14/11/2012,8.00,0.1,0.0,2,,0.4,0.3,2,
14/11/2012,9.00,0.1,0.0,2,,0.4,0.3,2,
14/11/2012,10.00,0.1,0.1,2,,0.4,0.4,2,
14/11/2012,11.00,0.2,0.1,2,,0.4,0.4,2,
14/11/2012,12.00,0.2,0.1,2,,0.4,0.4,2,
14/11/2012,13.00,0.1,0.1,2,,0.4,0.4,2,
14/11/2012,14.00,0.1,0.1,2,,0.4,0.4,2,
14/11/2012,15.00,0.1,0.1,2,,0.5,0.4,2,
14/11/2012,16.00,0.1,0.1,2,,0.5,0.4,2,
14/11/2012,17.00,0.2,0.1,2,,0.7,0.5,2,
14/11/2012,18.00,0.3,0.1,2,,0.7,0.5,2,
14/11/2012,19.00,0.3,0.2,2,,1.1,0.6,2,
14/11/2012,20.00,0.4,0.2,2,,1.2,0.7,2,
14/11/2012,21.00,0.5,0.2,2,,1.4,0.8,2,
14/11/2012,22.00,0.6,0.3,2,,1.4,0.9,2,
14/11/2012,23.00,0.6,0.4,2,,1.4,1.1,2,
15/11/2012,0.00,0.8,0.5,2,,1.3,1.1,2,
15/11/2012,1.00,0.8,0.6,2,,0.9,1.2,2,
15/11/2012,2.00,0.6,0.6,2,,1.1,1.2,2,
15/11/2012,3.00,0.7,0.6,2,,1.1,1.2,2,
15/11/2012,4.00,0.6,0.7,2,,1.0,1.2,2,
15/11/2012,5.00,0.5,0.7,2,,0.8,1.1,2,
15/11/2012,6.00,0.5,0.7,2,,0.7,1.1,2,
15/11/2012,7.00,0.4,0.6,2,,1.2,1.0,2,
15/11/2012,8.00,0.3,0.6,2,,1.4,1.0,2,
15/11/2012,9.00,0.8,0.5,2,,1.1,1.1,2,
15/11/2012,10.00,1.0,0.6,2,,0.7,1.0,2,
15/11/2012,11.00,0.6,0.6,2,,0.4,0.9,2,
15/11/2012,12.00,0.5,0.6,2,,0.4,0.8,2,
15/11/2012,13.00,0.2,0.5,2,,0.3,0.8,2,
15/11/2012,14.00,0.1,0.5,2,,0.4,0.7,2,
15/11/2012,15.00,0.1,0.4,2,,0.4,0.6,2,
15/11/2012,16.00,0.1,0.4,2,,0.4,0.5,2,
15/11/2012,17.00,0.2,0.4,2,,0.4,0.4,2,
15/11/2012,18.00,0.3,0.3,2,,0.6,0.4,2,
15/11/2012,19.00,0.3,0.2,2,,0.8,0.4,2,
15/11/2012,20.00,0.3,0.2,2,,0.7,0.5,2,
15/11/2012,21.00,0.3,0.2,2,,0.4,0.5,2,
15/11/2012,22.00,0.3,0.3,2,,0.3,0.5,2,
15/11/2012,23.00,0.2,0.3,2,,0.2,0.5,2,
16/11/2012,0.00,0.2,0.3,2,,0.2,0.4,2,
16/11/2012,1.00,0.1,0.3,2,,0.2,0.4,2,
16/11/2012,2.00,0.1,0.2,2,,0.2,0.4,2,
16/11/2012,3.00,0.1,0.2,2,,0.1,0.3,2,
16/11/2012,4.00,0.1,0.2,2,,0.2,0.2,2,
16/11/2012,5.00,0.1,0.1,2,,0.1,0.2,2,
16/11/2012,6.00,0.1,0.1,2,,0.2,0.2,2,
16/11/2012,7.00,0.1,0.1,2,,0.4,0.2,2,
16/11/2012,8.00,0.2,0.1,2,,0.7,0.3,2,
16/11/2012,9.00,0.3,0.1,2,,0.7,0.3,2,
16/11/2012,10.00,0.6,0.2,2,,0.6,0.4,2,
16/11/2012,11.00,0.6,0.3,2,,0.4,0.4,2,
16/11/2012,12.00,0.6,0.3,2,,0.3,0.4,2,
16/11/2012,13.00,0.3,0.4,2,,0.4,0.5,2,
16/11/2012,14.00,0.3,0.4,2,,0.4,0.5,2,
16/11/2012,15.00,0.3,0.4,2,,0.7,0.5,2,
16/11/2012,16.00,0.3,0.4,2,,0.4,0.5,2,
16/11/2012,17.00,0.3,0.4,2,,0.3,0.4,2,
16/11/2012,18.00,0.4,0.4,2,,0.4,0.4,2,
16/11/2012,19.00,0.4,0.4,2,,0.4,0.4,2,
16/11/2012,20.00,0.4,0.3,2,,0.2,0.4,2,
16/11/2012,21.00,0.3,0.3,2,,0.4,0.4,2,
16/11/2012,22.00,0.2,0.3,2,,0.2,0.4,2,
16/11/2012,23.00,0.2,0.3,2,,0.2,0.3,2,
17/11/2012,0.00,0.2,0.3,2,,0.1,0.3,2,
17/11/2012,1.00,0.2,0.3,2,,0.1,0.3,2,
17/11/2012,2.00,0.2,0.3,2,,0.1,0.2,2,
17/11/2012,3.00,0.2,0.2,2,,0.1,0.2,2,
17/11/2012,4.00,0.2,0.2,2,,0.0,0.2,2,
17/11/2012,5.00,0.2,0.2,2,,0.0,0.1,2,
17/11/2012,6.00,0.1,0.2,2,,-0.1,0.1,2,
17/11/2012,7.00,0.1,0.2,2,,0.0,0.0,2,
17/11/2012,8.00,0.1,0.1,2,,0.0,0.0,2,
17/11/2012,9.00,0.2,0.1,2,,-0.1,0.0,2,
17/11/2012,10.00,0.2,0.1,2,,0.1,0.0,2,
17/11/2012,11.00,0.1,0.1,2,,0.1,0.0,2,
17/11/2012,12.00,0.1,0.1,2,,0.0,0.0,2,
17/11/2012,13.00,0.1,0.1,2,,0.0,0.0,2,
17/11/2012,14.00,0.1,0.1,2,,0.1,0.0,2,
17/11/2012,15.00,0.1,0.1,2,,0.1,0.0,2,
17/11/2012,16.00,0.1,0.1,2,,0.0,0.0,2,
17/11/2012,17.00,0.1,0.1,2,,0.2,0.1,2,
17/11/2012,18.00,0.1,0.1,2,,0.2,0.1,2,
17/11/2012,19.00,0.2,0.1,2,,0.1,0.1,2,
17/11/2012,20.00,0.1,0.1,2,,0.1,0.1,2,
17/11/2012,21.00,0.1,0.1,2,,0.1,0.1,2,
17/11/2012,22.00,0.1,0.1,2,,0.1,0.1,2,
17/11/2012,23.00,0.1,0.1,2,,no data,0.1,3,
18/11/2012,0.00,0.1,0.1,2,,no data,0.1,3,
18/11/2012,1.00,0.1,0.1,2,,-0.1,0.1,2,
18/11/2012,2.00,0.1,0.1,2,,no data,0.1,3,
18/11/2012,3.00,0.1,0.1,2,,no data,0.0,3,
18/11/2012,4.00,0.1,0.1,2,,no data,0.0,3,
18/11/2012,5.00,0.1,0.1,2,,no data,0.0,3,
18/11/2012,6.00,0.2,0.1,2,,no data,-0.1,3,
18/11/2012,7.00,0.1,0.1,2,,-0.1,-0.1,2,
18/11/2012,8.00,0.2,0.1,2,,-0.1,-0.1,2,
18/11/2012,9.00,0.6,0.2,2,,0.0,-0.1,2,
18/11/2012,10.00,0.3,0.2,2,,0.0,0.0,2,
18/11/2012,11.00,0.2,0.2,2,,0.0,0.0,2,
18/11/2012,12.00,0.2,0.2,2,,0.0,0.0,2,
18/11/2012,13.00,0.1,0.2,2,,0.1,0.0,2,
18/11/2012,14.00,0.1,0.2,2,,0.1,0.0,2,
18/11/2012,15.00,0.1,0.2,2,,0.1,0.0,2,
18/11/2012,16.00,0.1,0.2,2,,0.1,0.1,2,
18/11/2012,17.00,0.1,0.2,2,,0.2,0.1,2,
18/11/2012,18.00,0.1,0.1,2,,0.5,0.1,2,
18/11/2012,19.00,0.2,0.1,2,,0.5,0.2,2,
18/11/2012,20.00,0.1,0.1,2,,0.4,0.2,2,
18/11/2012,21.00,0.1,0.1,2,,0.3,0.3,2,
18/11/2012,22.00,0.1,0.1,2,,0.3,0.3,2,
18/11/2012,23.00,0.1,0.1,2,,0.4,0.3,2,
19/11/2012,0.00,0.1,0.1,2,,0.4,0.4,2,
19/11/2012,1.00,0.1,0.1,2,,0.4,0.4,2,
19/11/2012,2.00,0.0,0.1,2,,0.5,0.4,2,
19/11/2012,3.00,0.0,0.1,2,,0.4,0.4,2,
19/11/2012,4.00,0.0,0.1,2,,0.4,0.4,2,
19/11/2012,5.00,0.0,0.1,2,,0.4,0.4,2,
19/11/2012,6.00,0.0,0.0,2,,0.4,0.4,2,
19/11/2012,7.00,0.0,0.0,2,,0.3,0.4,2,
19/11/2012,8.00,0.1,0.0,2,,0.3,0.4,2,
19/11/2012,9.00,0.1,0.0,2,,0.5,0.4,2,
19/11/2012,10.00,0.1,0.1,2,,0.3,0.4,2,
19/11/2012,11.00,0.2,0.1,2,,0.3,0.3,2,
19/11/2012,12.00,0.1,0.1,2,,0.3,0.3,2,
19/11/2012,13.00,0.1,0.1,2,,0.3,0.3,2,
19/11/2012,14.00,0.1,0.1,2,,0.3,0.3,2,
19/11/2012,15.00,0.1,0.1,2,,0.3,0.3,2,
19/11/2012,16.00,0.1,0.1,2,,0.4,0.3,2,
19/11/2012,17.00,0.1,0.1,2,,0.4,0.3,2,
19/11/2012,18.00,0.2,0.1,2,,0.3,0.3,2,
19/11/2012,19.00,0.2,0.1,2,,0.3,0.3,2,
19/11/2012,20.00,0.2,0.2,2,,0.4,0.3,2,
19/11/2012,21.00,0.2,0.2,2,,0.3,0.3,2,
19/11/2012,22.00,0.2,0.2,2,,0.3,0.3,2,
19/11/2012,23.00,0.2,0.2,2,,0.3,0.3,2,
20/11/2012,0.00,0.2,0.2,2,,0.2,0.3,2,
20/11/2012,1.00,0.2,0.2,2,,0.2,0.3,2,
20/11/2012,2.00,0.1,0.2,2,,0.2,0.3,2,
20/11/2012,3.00,0.1,0.2,2,,0.3,0.3,2,
20/11/2012,4.00,0.1,0.1,2,,0.2,0.3,2,
20/11/2012,5.00,0.1,0.1,2,,0.2,0.2,2,
20/11/2012,6.00,0.1,0.1,2,,0.2,0.2,2,
20/11/2012,7.00,0.1,0.1,2,,0.4,0.3,2,
20/11/2012,8.00,0.1,0.1,2,,0.4,0.3,2,
20/11/2012,9.00,0.2,0.1,2,,0.4,0.3,2,
20/11/2012,10.00,0.3,0.1,2,,0.3,0.3,2,
20/11/2012,11.00,0.2,0.1,2,,0.2,0.3,2,
20/11/2012,12.00,0.1,0.1,2,,0.3,0.3,2,
20/11/2012,13.00,0.1,0.2,2,,0.3,0.3,2,
20/11/2012,14.00,0.1,0.2,2,,0.2,0.3,2,
20/11/2012,15.00,0.1,0.2,2,,0.3,0.3,2,
20/11/2012,16.00,0.1,0.2,2,,0.3,0.3,2,
20/11/2012,17.00,0.1,0.2,2,,0.3,0.3,2,
20/11/2012,18.00,0.2,0.1,2,,0.4,0.3,2,
20/11/2012,19.00,0.2,0.1,2,,0.4,0.3,2,
20/11/2012,20.00,0.2,0.1,2,,0.4,0.3,2,
20/11/2012,21.00,0.1,0.1,2,,0.2,0.3,2,
20/11/2012,22.00,0.1,0.1,2,,0.6,0.4,2,
20/11/2012,23.00,0.1,0.1,2,,0.5,0.4,2,
21/11/2012,0.00,0.2,0.1,2,,0.4,0.4,2,
21/11/2012,1.00,0.2,0.1,2,,0.3,0.4,2,
21/11/2012,2.00,0.1,0.1,2,,0.4,0.4,2,
21/11/2012,3.00,0.1,0.1,2,,0.2,0.4,2,
21/11/2012,4.00,0.1,0.1,2,,0.2,0.3,2,
21/11/2012,5.00,0.2,0.1,2,,0.1,0.3,2,
21/11/2012,6.00,0.2,0.2,2,,0.3,0.3,2,
21/11/2012,7.00,0.2,0.2,2,,0.8,0.3,2,
21/11/2012,8.00,0.2,0.2,2,,0.6,0.4,2,
21/11/2012,9.00,0.5,0.2,2,,0.7,0.4,2,
21/11/2012,10.00,0.7,0.3,2,,0.6,0.4,2,
21/11/2012,11.00,0.4,0.3,2,,0.6,0.5,2,
21/11/2012,12.00,0.3,0.3,2,,0.4,0.5,2,
21/11/2012,13.00,0.2,0.3,2,,0.5,0.6,2,
21/11/2012,14.00,0.1,0.3,2,,0.3,0.6,2,
21/11/2012,15.00,0.1,0.3,2,,0.4,0.5,2,
21/11/2012,16.00,0.2,0.3,2,,0.4,0.5,2,
21/11/2012,17.00,0.3,0.3,2,,0.5,0.5,2,
21/11/2012,18.00,0.3,0.2,2,,0.4,0.4,2,
21/11/2012,19.00,0.4,0.2,2,,0.4,0.4,2,
21/11/2012,20.00,0.4,0.3,2,,0.4,0.4,2,
21/11/2012,21.00,0.3,0.3,2,,0.5,0.4,2,
21/11/2012,22.00,0.2,0.3,2,,0.4,0.4,2,
21/11/2012,23.00,0.4,0.3,2,,0.3,0.4,2,
22/11/2012,0.00,0.3,0.3,2,,0.4,0.4,2,
22/11/2012,1.00,0.2,0.3,2,,0.3,0.4,2,
22/11/2012,2.00,0.1,0.3,2,,0.2,0.4,2,
22/11/2012,3.00,0.1,0.2,2,,0.3,0.4,2,
22/11/2012,4.00,0.1,0.2,2,,0.2,0.3,2,
22/11/2012,5.00,0.1,0.2,2,,0.1,0.3,2,
22/11/2012,6.00,0.1,0.2,2,,0.3,0.3,2,
22/11/2012,7.00,0.1,0.1,2,,0.4,0.3,2,
22/11/2012,8.00,0.1,0.1,2,,0.4,0.3,2,
22/11/2012,9.00,0.1,0.1,2,,0.4,0.3,2,
22/11/2012,10.00,0.2,0.1,2,,0.3,0.3,2,
22/11/2012,11.00,0.2,0.1,2,,0.4,0.3,2,
22/11/2012,12.00,0.2,0.1,2,,0.6,0.3,2,
22/11/2012,13.00,0.2,0.1,2,,0.5,0.4,2,
22/11/2012,14.00,0.2,0.1,2,,0.5,0.4,2,
22/11/2012,15.00,0.2,0.2,2,,0.4,0.4,2,
22/11/2012,16.00,0.2,0.2,2,,0.5,0.4,2,
22/11/2012,17.00,0.2,0.2,2,,0.3,0.4,2,
22/11/2012,18.00,0.2,0.2,2,,0.5,0.5,2,
22/11/2012,19.00,0.2,0.2,2,,0.4,0.5,2,
22/11/2012,20.00,0.2,0.2,2,,0.2,0.4,2,
22/11/2012,21.00,0.1,0.2,2,,0.1,0.4,2,
22/11/2012,22.00,0.1,0.2,2,,0.0,0.3,2,
22/11/2012,23.00,0.1,0.2,2,,0.0,0.3,2,
23/11/2012,0.00,0.1,0.2,2,,0.0,0.2,2,
23/11/2012,1.00,0.1,0.2,2,,0.0,0.2,2,
23/11/2012,2.00,0.1,0.1,2,,0.0,0.1,2,
23/11/2012,3.00,0.1,0.1,2,,0.0,0.0,2,
23/11/2012,4.00,0.1,0.1,2,,0.0,0.0,2,
23/11/2012,5.00,0.0,0.1,2,,0.0,0.0,2,
23/11/2012,6.00,0.0,0.1,2,,0.0,0.0,2,
23/11/2012,7.00,0.1,0.1,2,,0.1,0.0,2,
23/11/2012,8.00,0.1,0.1,2,,0.1,0.0,2,
23/11/2012,9.00,0.1,0.1,2,,0.1,0.0,2,
23/11/2012,10.00,0.3,0.1,2,,0.0,0.0,2,
23/11/2012,11.00,0.2,0.1,2,,-0.1,0.0,2,
23/11/2012,12.00,0.2,0.1,2,,-0.1,0.0,2,
23/11/2012,13.00,0.1,0.1,2,,0.2,0.0,2,
23/11/2012,14.00,0.1,0.1,2,,-0.1,0.0,2,
23/11/2012,15.00,0.1,0.2,2,,0.1,0.0,2,
23/11/2012,16.00,0.2,0.2,2,,0.2,0.0,2,
23/11/2012,17.00,0.2,0.2,2,,0.3,0.1,2,
23/11/2012,18.00,0.3,0.2,2,,0.3,0.1,2,
23/11/2012,19.00,0.4,0.2,2,,0.2,0.1,2,
23/11/2012,20.00,0.4,0.2,2,,0.3,0.2,2,
23/11/2012,21.00,0.3,0.3,2,,0.0,0.1,2,
23/11/2012,22.00,0.3,0.3,2,,0.0,0.2,2,
23/11/2012,23.00,0.4,0.3,2,,0.2,0.2,2,
24/11/2012,0.00,0.4,0.3,2,,-0.2,0.1,3,
24/11/2012,1.00,0.4,0.4,2,,-0.2,0.1,3,
24/11/2012,2.00,0.2,0.4,2,,0.0,0.0,2,
24/11/2012,3.00,0.3,0.3,2,,0.4,0.1,2,
24/11/2012,4.00,0.4,0.3,2,,0.6,0.1,2,
24/11/2012,5.00,0.6,0.4,2,,0.6,0.2,2,
24/11/2012,6.00,0.6,0.4,2,,0.2,0.2,2,
24/11/2012,7.00,0.5,0.4,2,,0.4,0.2,2,
24/11/2012,8.00,0.7,0.5,2,,0.3,0.3,2,
24/11/2012,9.00,0.8,0.5,2,,0.5,0.4,2,
24/11/2012,10.00,1.0,0.6,2,,0.9,0.5,2,
24/11/2012,11.00,1.1,0.7,2,,1.0,0.6,2,
24/11/2012,12.00,1.4,0.8,2,,0.6,0.6,2,
24/11/2012,13.00,1.2,0.9,2,,0.9,0.6,2,
24/11/2012,14.00,1.0,1.0,2,,1.3,0.8,2,
24/11/2012,15.00,1.4,1.1,2,,1.4,0.9,2,
24/11/2012,16.00,1.4,1.2,2,,1.2,1.0,2,
24/11/2012,17.00,1.7,1.3,2,,0.4,1.0,2,
24/11/2012,18.00,1.7,1.4,2,,0.5,0.9,2,
24/11/2012,19.00,1.0,1.3,2,,-0.1,0.8,2,
24/11/2012,20.00,1.0,1.3,2,,no data,0.8,3,
24/11/2012,21.00,0.6,1.2,2,,no data,0.8,3,
24/11/2012,22.00,0.2,1.1,2,,no data,0.7,3,
24/11/2012,23.00,0.2,1.0,2,,no data,0.5,3,
25/11/2012,0.00,0.2,0.8,2,,no data,0.3,3,
25/11/2012,1.00,0.2,0.6,2,,no data,0.2,3,
25/11/2012,2.00,0.1,0.4,2,,no data,-0.1,3,
25/11/2012,3.00,0.1,0.3,2,,no data,#DIV/0!,3,
25/11/2012,4.00,0.1,0.2,2,,no data,#DIV/0!,3,
25/11/2012,5.00,0.2,0.2,2,,no data,#DIV/0!,3,
25/11/2012,6.00,0.2,0.2,2,,no data,#DIV/0!,3,
25/11/2012,7.00,0.2,0.2,2,,no data,#DIV/0!,3,
25/11/2012,8.00,0.1,0.1,2,,no data,#DIV/0!,3,
25/11/2012,9.00,0.1,0.1,2,,no data,#DIV/0!,3,
25/11/2012,10.00,0.2,0.1,2,,-0.1,-0.1,2,
25/11/2012,11.00,0.2,0.2,2,,no data,-0.1,3,
25/11/2012,12.00,0.5,0.2,2,,-0.1,-0.1,2,
25/11/2012,13.00,0.3,0.2,2,,no data,-0.1,3,
25/11/2012,14.00,0.3,0.2,2,,-0.1,-0.1,2,
25/11/2012,15.00,0.3,0.3,2,,-0.1,-0.1,2,
25/11/2012,16.00,0.4,0.3,2,,no data,-0.1,3,
25/11/2012,17.00,0.5,0.3,2,,no data,-0.1,3,
25/11/2012,18.00,0.2,0.4,2,,no data,-0.1,3,
25/11/2012,19.00,0.2,0.3,2,,no data,-0.1,3,
25/11/2012,20.00,0.2,0.3,2,,-0.1,-0.1,2,
25/11/2012,21.00,0.2,0.3,2,,0.0,-0.1,2,
25/11/2012,22.00,0.1,0.3,2,,0.0,-0.1,2,
25/11/2012,23.00,0.1,0.2,2,,no data,0.0,3,
26/11/2012,0.00,0.1,0.2,2,,no data,0.0,3,
26/11/2012,1.00,0.1,0.1,2,,no data,0.0,3,
26/11/2012,2.00,0.1,0.1,2,,no data,0.0,3,
26/11/2012,3.00,0.1,0.1,2,,no data,0.0,3,
26/11/2012,4.00,0.1,0.1,2,,no data,0.0,3,
26/11/2012,5.00,0.1,0.1,2,,no data,0.0,3,
26/11/2012,6.00,0.0,0.1,2,,no data,#DIV/0!,3,
26/11/2012,7.00,0.0,0.1,2,,no data,#DIV/0!,3,
26/11/2012,8.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,9.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,10.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,11.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,12.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,13.00,0.1,0.1,2,,no data,#DIV/0!,3,
26/11/2012,14.00,0.2,0.1,2,,0.0,0.0,2,
26/11/2012,15.00,0.2,0.1,2,,0.3,0.1,2,
26/11/2012,16.00,0.1,0.1,2,,0.3,0.2,2,
26/11/2012,17.00,0.3,0.2,2,,0.3,0.2,2,
26/11/2012,18.00,0.4,0.2,2,,0.3,0.2,2,
26/11/2012,19.00,0.4,0.2,2,,0.3,0.2,2,
26/11/2012,20.00,0.2,0.2,2,,0.3,0.2,2,
26/11/2012,21.00,0.2,0.2,2,,0.2,0.2,2,
26/11/2012,22.00,0.2,0.2,2,,0.2,0.3,2,
26/11/2012,23.00,0.2,0.2,2,,0.2,0.3,2,
27/11/2012,0.00,0.1,0.2,2,,0.2,0.2,2,
27/11/2012,1.00,0.1,0.2,2,,0.2,0.2,2,
27/11/2012,2.00,0.1,0.2,2,,0.1,0.2,2,
27/11/2012,3.00,0.0,0.1,2,,0.1,0.2,2,
27/11/2012,4.00,0.0,0.1,2,,0.1,0.2,2,
27/11/2012,5.00,0.0,0.1,2,,0.1,0.2,2,
27/11/2012,6.00,0.0,0.1,2,,0.1,0.2,2,
27/11/2012,7.00,0.0,0.0,2,,0.2,0.2,2,
27/11/2012,8.00,0.1,0.0,2,,0.3,0.2,2,
27/11/2012,9.00,0.1,0.0,2,,0.3,0.2,2,
27/11/2012,10.00,0.2,0.1,2,,0.2,0.2,2,
27/11/2012,11.00,0.2,0.1,2,,0.2,0.2,2,
